EUR,LBP,104072.067376,1764720000
GYD,LVL,0.0028904424011248517,1764720000
GYD,SCR,0.07184843182372512,1764720000
MXN,CDF,121.2214183682506,1764720000
LVL,GIP,1.2498506732503172,1764633600
CDF,LBP,40.67244703986722,1764547200
DKK,CDF,344.8543013133208,1764720000
BGN,MMK,1246.2235671313992,1764633600
UGX,EUR,2.3942788114020402E-4,1764633600
TRY,FJD,0.05341825323902031,1764720000
CDF,MXN,0.00830562308051321,1764547200
CDF,SCR,0.006552949329058793,1764547200
TRY,HKD,0.18326168405948767,1764720000
TRY,MXN,0.4305216092652136,1764547200
TRY,MXN,0.4302989060719278,1764720000
FJD,FJD,1.0,1764547200
LVL,FJD,3.752248235332602,1764547200
TRY,LBP,2106.5094418306167,1764720000
LVL,BSD,1.6537126896449719,1764633600
GYD,STD,98.90436444430088,1764720000
